time_s,R_m,T_K_max_abs,T_K_r_m,T_K_z_m,T_K_volume_RMSE,T_K_midplane_max_abs,T_K_endface_max_abs,T_K_middle_zone_max_abs,T_K_end_zone_max_abs,C_kg_kg_max_abs,C_kg_kg_r_m,C_kg_kg_z_m,C_kg_kg_volume_RMSE,C_kg_kg_midplane_max_abs,C_kg_kg_endface_max_abs,C_kg_kg_middle_zone_max_abs,C_kg_kg_end_zone_max_abs
75.0,0.02,0.10860238699859792,0.00027941000925095087,0.125,0.010204898114339016,0.00021711148218628296,0.10860238699859792,0.00021711148218628296,0.10860238699859792,0.2831393807812117,0.018169464157345213,0.125,0.011308337094187406,0.0054246304379974575,0.2831393807812117,0.0054246304379974575,0.2831393807812117
76.0,0.02,0.11087633671201047,0.00027941000925095087,0.125,0.01044538403256405,0.00021860103112203433,0.11087633671201047,0.00021860103117887775,0.11087633671201047,0.28451679417584064,0.018169464157345213,0.125,0.011429688138738634,0.005363028885092547,0.28451679417584064,0.005363028885092547,0.28451679417584064
77.0,0.02,0.11316834087324423,0.00027941000925095087,0.125,0.0106885466470464,0.00022006242079442018,0.11316834087324423,0.00022006242079442018,0.11316834087324423,0.28588561958968883,0.018169464157345213,0.125,0.01155054915626091,0.005303755276835798,0.28588561958968883,0.005303755276835798,0.28588561958968883
78.0,0.02,0.11547804578287924,0.00027941000925095087,0.125,0.010934351752217348,0.00022149695371354028,0.11547804578287924,0.0002214969537703837,0.11547804578287924,0.28724595657963503,0.018169464157345213,0.125,0.011670926425917586,0.0052465741600342675,0.28724595657963503,0.0052465741600342675,0.28724595657963503
79.0,0.02,0.11780512094458118,0.00027941000925095087,0.125,0.011182766619861551,0.00022290587685347418,0.11780512094458118,0.00022290587685347418,0.11780512094458118,0.2886016613777387,0.017762678414533037,0.125,0.011790826107432472,0.005191291909598661,0.2886016613777387,0.005191291909598661,0.2886016613777387
80.0,0.02,0.1201492562133808,0.00027941000925095087,0.125,0.011433759864072775,0.0002242903717046829,0.1201492562133808,0.0002242903717046829,0.1201492562133808,0.289966036866931,0.017762678414533037,0.125,0.011910254239289892,0.005137746857844405,0.289966036866931,0.005137746857844405,0.289966036866931
81.0,0.02,0.12251015942689492,0.00027941000925095087,0.125,0.011687301324356584,0.00022565154932863152,0.12251015942689492,0.00022565154932863152,0.12251015942689492,0.29132269669493205,0.017762678414533037,0.125,0.012029216739160728,0.00508580218718091,0.29132269669493205,0.00508580218718091,0.29132269669493205
82.0,0.02,0.12488755442240063,0.00027941000925095087,0.125,0.011943361963658427,0.00022699045030094567,0.12488755442240063,0.00022699045035778909,0.12488755442240063,0.2926717178582434,0.017762678414533037,0.125,0.012147719405526673,0.005035340712376435,0.2926717178582434,0.005035340712376435,0.2926717178582434
83.0,0.02,0.12728117935773753,0.00027941000925095087,0.125,0.012201913778949117,0.00022830804755358258,0.12728117935773753,0.000228308047610426,0.12728117935773753,0.2940131765524656,0.017762678414533037,0.125,0.012265767919945688,0.0049862609820721104,0.2940131765524656,0.0049862609820721104,0.2940131765524656
84.0,0.02,0.12969078528016098,0.00027941000925095087,0.125,0.012462929722321752,0.00022960524881909805,0.12969078528016098,0.00022960524887594147,0.12969078528016098,0.2953471481788137,0.017762678414533037,0.125,0.012383367849651623,0.0049384743191986935,0.2953471481788137,0.0049384743191986935,0.2953471481788137
85.0,0.02,0.13211613489670526,0.00027941000925095087,0.125,0.012726383631011763,0.00023088290151918045,0.13211613489670526,0.00023088290151918045,0.13211613489670526,0.29667370734890053,0.017762678414533037,0.125,0.012500524650312202,0.004891902541372506,0.29667370734890053,0.004891902541372506,0.29667370734890053
86.0,0.02,0.134557001510359,0.00027941000925095087,0.125,0.012992250165012539,0.00023214179611841246,0.134557001510359,0.00023214179617525588,0.134557001510359,0.297992927888016,0.017762678414533037,0.125,0.012617243668844258,0.0048464761816582325,0.297992927888016,0.0048464761816582325,0.297992927888016
87.0,0.02,0.13701316809363107,0.00027941000925095087,0.125,0.013260504751301914,0.00023338267118333533,0.13701316809363107,0.00023338267118333533,0.13701316809363107,0.29930488283716095,0.017762678414533037,0.125,0.012733530146226118,0.004802133082985716,0.29930488283716095,0.004802133082985716,0.29930488283716095
88.0,0.02,0.13948442647716774,0.00027941000925095087,0.125,0.013531123533653273,0.00023460621690674088,0.13948442647716774,0.00023460621690674088,0.13948442647716774,0.3006096444541333,0.017762678414533037,0.125,0.012849389220271245,0.004758817275324123,0.3006096444541333,0.004758817275324123,0.3006096444541333
89.0,0.02,0.141970576636254,0.00027941000925095087,0.125,0.013804083327417992,0.0002358130794277713,0.141970576636254,0.0002358130794277713,0.141970576636254,0.3019072842139372,0.017762678414533037,0.125,0.01296482592834251,0.004716478069464181,0.3019072842139372,0.004716478069464181,0.3019072842139372
